GHG source,Federal organization,Fiscal year,GHG scope,Energy category,Energy type,Location,Energy use (GJ),Emissions (t)
facilities,Public Services and Procurement Canada,FY 2019-20,2,electricity,electricity,SK,16940.7077,0
facilities,Public Services and Procurement Canada,FY 2019-20,1,natural gas,natural gas,SK,14871.40955,714.928196
facilities,Public Services and Procurement Canada,FY 2019-20,2,electricity,electricity,YT,12995.65128,249.0833305
facilities,Public Services and Procurement Canada,FY 2019-20,1,liquified petroleum gas,propane,YT,2382.261719,145.3538876
facilities,Public Services and Procurement Canada,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,YT,1418.305939,100.9607908
facilities,Public Services and Procurement Canada,FY 2020-21,1,liquified petroleum gas,propane,NB,0.130049967,0.00793501
facilities,Public Services and Procurement Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,ON,234.7177029,16.47935393
facilities,Public Services and Procurement Canada,FY 2020-21,1,liquified petroleum gas,propane,ON,479.6445999,29.26556158
facilities,Public Services and Procurement Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,857.6640129,61.05204773
facilities,Public Services and Procurement Canada,FY 2020-21,1,liquified petroleum gas,propane,BC,1301.256514,79.39626317
facilities,Public Services and Procurement Canada,FY 2020-21,1,liquified petroleum gas,propane,YT,1878.727173,114.630722
facilities,Public Services and Procurement Canada,FY 2020-21,2,electricity,electricity,NU,2148.768372,0
facilities,Public Services and Procurement Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,YT,2767.715515,197.017336
facilities,Public Services and Procurement Canada,FY 2020-21,1,liquified petroleum gas,propane,NL,4118.548462,251.2936935
facilities,Public Services and Procurement Canada,FY 2020-21,2,district heating,district energy - steam,PE,4907.563507,414.8012962
facilities,Public Services and Procurement Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,6813.202065,484.9915342
facilities,Public Services and Procurement Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,8656.387199,616.197094
facilities,Public Services and Procurement Canada,FY 2020-21,1,natural gas,natural gas,NB,10270.67583,513.080524
facilities,Public Services and Procurement Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,12238.69283,871.2001777
facilities,Public Services and Procurement Canada,FY 2020-21,2,electricity,electricity,YT,13204.18665,370.4506937
facilities,Public Services and Procurement Canada,FY 2020-21,1,natural gas,natural gas,NS,13376.40788,668.2299542
facilities,Public Services and Procurement Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,14484.94327,1031.09783
facilities,Public Services and Procurement Canada,FY 2020-21,1,natural gas,natural gas,SK,16645.51276,800.2166281
facilities,Public Services and Procurement Canada,FY 2020-21,2,electricity,electricity,SK,17999.04543,0
facilities,Public Services and Procurement Canada,FY 2020-21,2,district heating,district energy - steam,BC,18735.01803,1583.537318
facilities,Public Services and Procurement Canada,FY 2020-21,2,electricity,electricity,AB,19305.33534,0
facilities,Public Services and Procurement Canada,FY 2020-21,2,district cooling,district energy - chilled water,QC,28716.99927,86.15099287
facilities,Public Services and Procurement Canada,FY 2020-21,2,electricity,electricity,PE,31181.97672,2252.031793
facilities,Public Services and Procurement Canada,FY 2020-21,2,electricity,electricity,NS,32278.01829,0
facilities,Public Services and Procurement Canada,FY 2020-21,1,natural gas,natural gas,AB,44900.07711,2274.708819
facilities,Public Services and Procurement Canada,FY 2020-21,2,district heating,district energy - steam,QC,48247.78247,4004.566132
facilities,Public Services and Procurement Canada,FY 2020-21,1,natural gas,natural gas,BC,55312.08682,2799.305025
facilities,Public Services and Procurement Canada,FY 2020-21,2,district heating,district energy - hot water,ON,58775.50191,5583.67353
facilities,Public Services and Procurement Canada,FY 2020-21,1,natural gas,natural gas,MB,72032.68188,3570.213531
facilities,Public Services and Procurement Canada,FY 2020-21,2,electricity,electricity,MB,77659.97186,25.88665662
facilities,Public Services and Procurement Canada,FY 2020-21,2,electricity,electricity,NL,82182.28698,1030.618769
facilities,Public Services and Procurement Canada,FY 2020-21,2,electricity,electricity,NB,82845.06523,5183.839329
facilities,Public Services and Procurement Canada,FY 2020-21,2,electricity,electricity,BC,138072.2605,713.3732245
facilities,Public Services and Procurement Canada,FY 2020-21,1,natural gas,natural gas,QC,258182.2692,12803.24502
facilities,Public Services and Procurement Canada,FY 2020-21,2,district cooling,district energy - chilled water,ON,296972.1416,824.1472739
facilities,Public Services and Procurement Canada,FY 2020-21,2,district heating,district energy - steam,ON,437620.5274,35558.3814
facilities,Public Services and Procurement Canada,FY 2020-21,1,natural gas,natural gas,ON,459832.4888,22815.08567
facilities,Public Services and Procurement Canada,FY 2020-21,2,electricity,electricity,QC,853748.8688,284.5829604
facilities,Public Services and Procurement Canada,FY 2020-21,2,electricity,electricity,ON,1170489.929,9754.083476
facilities,Royal Canadian Mounted Police,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,ON,10.37511849,0.738543399
facilities,Royal Canadian Mounted Police,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,MB,103.7123585,7.382672548
facilities,Royal Canadian Mounted Police,FY 2005-06,1,liquified petroleum gas,propane,YT,610.6220245,37.25714755
facilities,Royal Canadian Mounted Police,FY 2005-06,2,electricity,electricity,PE,1588.164436,176.4627304
facilities,Royal Canadian Mounted Police,FY 2005-06,1,liquified petroleum gas,propane,AB,1793.46463,109.4283972
facilities,Royal Canadian Mounted Police,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,1860.778015,132.4578266
facilities,Royal Canadian Mounted Police,FY 2005-06,1,liquified petroleum gas,propane,NS,2187.64502,133.4793596
facilities,Royal Canadian Mounted Police,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,BC,2322.546692,165.3284082
facilities,Royal Canadian Mounted Police,FY 2005-06,1,natural gas,natural gas,QC,2499.181503,123.9342613
facilities,Royal Canadian Mounted Police,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,SK,2523.906464,179.6620641
facilities,Royal Canadian Mounted Police,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,4279.290558,304.6175117
facilities,Royal Canadian Mounted Police,FY 2005-06,1,liquified petroleum gas,propane,MB,4417.360291,269.5257492
facilities,Royal Canadian Mounted Police,FY 2005-06,1,liquified petroleum gas,propane,SK,7259.636658,442.9473953
facilities,Royal Canadian Mounted Police,FY 2005-06,1,liquified petroleum gas,propane,BC,8910.033936,543.6463928
facilities,Royal Canadian Mounted Police,FY 2005-06,2,electricity,electricity,NU,13605.19543,3355.947784
facilities,Royal Canadian Mounted Police,FY 2005-06,2,electricity,electricity,NS,14450.13745,3532.256897
facilities,Royal Canadian Mounted Police,FY 2005-06,2,electricity,electricity,NB,15067.53992,1674.171127
facilities,Royal Canadian Mounted Police,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,15373.78503,1094.368782
facilities,Royal Canadian Mounted Police,FY 2005-06,2,electricity,electricity,QC,16203.60303,17.55391657
facilities,Royal Canadian Mounted Police,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,18061.81958,1285.71431
facilities,Royal Canadian Mounted Police,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NL,18571.17419,1303.868507
facilities,Royal Canadian Mounted Police,FY 2005-06,2,electricity,electricity,YT,22184.86841,394.3976307
facilities,Royal Canadian Mounted Police,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",heavy fuel oil,NU,28687.73145,2142.841934
facilities,Royal Canadian Mounted Police,FY 2005-06,2,electricity,electricity,AB,35245.26528,8909.217349
facilities,Royal Canadian Mounted Police,FY 2005-06,2,electricity,electricity,NL,39202.44254,605.8294516
facilities,Royal Canadian Mounted Police,FY 2005-06,2,electricity,electricity,MB,42709.59009,115.0785894
facilities,Royal Canadian Mounted Police,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,YT,57741.9165,4054.016327
facilities,Royal Canadian Mounted Police,FY 2005-06,2,electricity,electricity,ON,79893.26978,5104.292221
facilities,Royal Canadian Mounted Police,FY 2005-06,1,natural gas,natural gas,ON,92585.96753,4593.754234
facilities,Royal Canadian Mounted Police,FY 2005-06,2,electricity,electricity,BC,93926.01953,652.2641983
facilities,Royal Canadian Mounted Police,FY 2005-06,2,electricity,electricity,SK,100964.3037,21875.60431
facilities,Royal Canadian Mounted Police,FY 2005-06,1,natural gas,natural gas,SK,119785.7749,5758.580643
facilities,Royal Canadian Mounted Police,FY 2005-06,1,natural gas,natural gas,MB,170311.458,8441.284546
facilities,Royal Canadian Mounted Police,FY 2005-06,1,natural gas,natural gas,BC,194050.873,9820.779785
facilities,Royal Canadian Mounted Police,FY 2005-06,1,natural gas,natural gas,AB,300479.5762,15222.75598
facilities,Royal Canadian Mounted Police,FY 2018-19,1,natural gas,natural gas,AB,281158.9766,14243.95129
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,AB,47132.00751,8248.103823
facilities,Royal Canadian Mounted Police,FY 2018-19,1,liquified petroleum gas,propane,AB,1284.070633,78.34770584
facilities,Royal Canadian Mounted Police,FY 2018-19,1,natural gas,natural gas,BC,210442.6494,10650.35583
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,BC,113899.167,389.1554947
facilities,Royal Canadian Mounted Police,FY 2018-19,1,liquified petroleum gas,propane,BC,12473.04468,761.0440865
facilities,Royal Canadian Mounted Police,FY 2018-19,1,natural gas,natural gas,MB,169385.5176,8395.394409
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,MB,51204.71094,18.49059772
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,NB,16939.39319,1364.562408
facilities,Royal Canadian Mounted Police,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,526.4049721,37.47166729
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,NL,36232.48486,261.6789646
facilities,Royal Canadian Mounted Police,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,5462.739685,388.8602772
facilities,Royal Canadian Mounted Police,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NT,20570.37939,1444.230171
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,NT,6651.735199,295.6326065
facilities,Royal Canadian Mounted Police,FY 2018-19,1,liquified petroleum gas,propane,NT,3814.426117,232.7374821
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,NS,16999.63794,3399.929871
facilities,Royal Canadian Mounted Police,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,9363.254883,666.515049
facilities,Royal Canadian Mounted Police,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",heavy fuel oil,NU,32966.77661,2462.468658
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,NU,8485.59259,1979.972183
facilities,Royal Canadian Mounted Police,FY 2018-19,1,natural gas,natural gas,ON,49103.76385,2436.336716
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,ON,48336.55939,389.3778315
facilities,Royal Canadian Mounted Police,FY 2018-19,1,liquified petroleum gas,propane,ON,188.3317747,11.49107617
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,PE,1776.27626,143.0888777
facilities,Royal Canadian Mounted Police,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,1379.533562,98.20087194
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,QC,14043.92358,5.07141611
facilities,Royal Canadian Mounted Police,FY 2018-19,1,natural gas,natural gas,QC,5307.389069,263.1930923
facilities,Royal Canadian Mounted Police,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,161.7959499,11.51729679
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,SK,114944.6409,21711.76874
facilities,Royal Canadian Mounted Police,FY 2018-19,1,natural gas,natural gas,SK,68549.67639,3295.455521
facilities,Royal Canadian Mounted Police,FY 2018-19,1,liquified petroleum gas,propane,SK,8874.4328,541.474781
facilities,Royal Canadian Mounted Police,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,YT,22412.40564,1573.558235
facilities,Royal Canadian Mounted Police,FY 2018-19,2,electricity,electricity,YT,18968.72595,363.567234
facilities,Royal Canadian Mounted Police,FY 2018-19,1,liquified petroleum gas,propane,YT,23.9634974,1.462135196
facilities,Royal Canadian Mounted Police,FY 2019-20,1,natural gas,natural gas,AB,184640.6633,9354.187596
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,AB,62627.81509,10959.86899
facilities,Royal Canadian Mounted Police,FY 2019-20,1,liquified petroleum gas,propane,AB,500.4950027,30.53775215
facilities,Royal Canadian Mounted Police,FY 2019-20,1,natural gas,natural gas,BC,162457.3594,8221.848999
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,BC,71697.91113,244.9679489
facilities,Royal Canadian Mounted Police,FY 2019-20,1,liquified petroleum gas,propane,BC,15394.52209,939.2988281
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,BC,30.06999636,2.140506148
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,MB,46245.36157,16.69971085
facilities,Royal Canadian Mounted Police,FY 2019-20,1,natural gas,natural gas,MB,6136.436279,304.1451187
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,MB,1944.18605,138.3952045
facilities,Royal Canadian Mounted Police,FY 2019-20,1,liquified petroleum gas,propane,MB,450.2825279,27.47404289
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,NB,19106.84546,1539.162148
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,478.0547295,34.02988958
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,NL,39325.31543,284.0161743
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,6970.845276,496.2133026
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NL,59.32672167,4.165282488
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NT,28231.05322,1982.080811
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,NT,5121.698761,227.6311913
facilities,Royal Canadian Mounted Police,FY 2019-20,1,liquified petroleum gas,propane,NT,342.545599,20.90045214
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,NS,21286.56665,4257.314575
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,9602.261292,683.5285263
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,40.10010457,2.815396786
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",heavy fuel oil,NU,35878.24194,2679.942169
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,NU,8654.716187,2019.433411
facilities,Royal Canadian Mounted Police,FY 2019-20,1,natural gas,natural gas,ON,57592.92657,2857.535133
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,ON,53121.74353,427.9249763
facilities,Royal Canadian Mounted Police,FY 2019-20,1,liquified petroleum gas,propane,ON,346.8480568,21.16297746
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,ON,207.4327927,14.56370008
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,2143.15358,152.5584984
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,PE,2035.94458,164.0067158
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,QC,15616.20862,5.639189243
facilities,Royal Canadian Mounted Police,FY 2019-20,1,natural gas,natural gas,QC,6036.931458,299.3709068
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,275.4152279,19.33669353
facilities,Royal Canadian Mounted Police,FY 2019-20,1,natural gas,natural gas,SK,138454.6973,6656.069458
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,SK,112078.8499,21170.45654
facilities,Royal Canadian Mounted Police,FY 2019-20,1,liquified petroleum gas,propane,SK,11116.03491,678.2457962
facilities,Royal Canadian Mounted Police,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,YT,24085.57251,1691.03009
facilities,Royal Canadian Mounted Police,FY 2019-20,2,electricity,electricity,YT,8068.522217,154.646719
facilities,Royal Canadian Mounted Police,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",heavy fuel oil,NL,14.49249732,1.082523502
facilities,Royal Canadian Mounted Police,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,20.95009601,1.470891058
facilities,Royal Canadian Mounted Police,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,145.4224119,10.3517586
facilities,Royal Canadian Mounted Police,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,159.0215902,11.16478425
facilities,Royal Canadian Mounted Police,FY 2020-21,1,liquified petroleum gas,propane,AB,256.6687679,15.66066468
facilities,Royal Canadian Mounted Police,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,ON,473.2729731,33.22814476
facilities,Royal Canadian Mounted Police,FY 2020-21,1,liquified petroleum gas,propane,NL,1455.19828,88.78904152
facilities,Royal Canadian Mounted Police,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,1514.907799,107.8372726
facilities,Royal Canadian Mounted Police,FY 2020-21,2,electricity,electricity,PE,1860.350418,134.3586378
facilities,Royal Canadian Mounted Police,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,3979.057617,283.2454586
facilities,Royal Canadian Mounted Police,FY 2020-21,1,natural gas,natural gas,QC,6446.6185,319.6875172
facilities,Royal Canadian Mounted Police,FY 2020-21,1,natural gas,natural gas,MB,7504.00824,371.9271736
facilities,Royal Canadian Mounted Police,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,8627.256592,614.1233406
facilities,Royal Canadian Mounted Police,FY 2020-21,2,electricity,electricity,NU,8840.688049,2087.383286
facilities,Royal Canadian Mounted Police,FY 2020-21,1,liquified petroleum gas,propane,BC,10360.06726,632.1206322
facilities,Royal Canadian Mounted Police,FY 2020-21,2,electricity,electricity,YT,11653.20679,326.9369774
facilities,Royal Canadian Mounted Police,FY 2020-21,2,electricity,electricity,QC,16089.01294,5.363004476
facilities,Royal Canadian Mounted Police,FY 2020-21,2,electricity,electricity,NS,19163.81616,3779.53006
facilities,Royal Canadian Mounted Police,FY 2020-21,2,electricity,electricity,NB,19209.82593,1387.376869
facilities,Royal Canadian Mounted Police,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NL,19339.19798,1357.790239
facilities,Royal Canadian Mounted Police,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,YT,31377.99219,2203.026413
facilities,Royal Canadian Mounted Police,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",heavy fuel oil,NU,32741.43628,2445.637573
facilities,Royal Canadian Mounted Police,FY 2020-21,1,natural gas,natural gas,AB,39725.44809,2012.551944
facilities,Royal Canadian Mounted Police,FY 2020-21,2,electricity,electricity,NL,41184.79205,628.9695415
facilities,Royal Canadian Mounted Police,FY 2020-21,2,electricity,electricity,AB,41471.50875,7142.318096
facilities,Royal Canadian Mounted Police,FY 2020-21,1,natural gas,natural gas,BC,43975.30933,2225.559525
facilities,Royal Canadian Mounted Police,FY 2020-21,1,natural gas,natural gas,ON,44767.83313,2221.204987
facilities,Royal Canadian Mounted Police,FY 2020-21,2,electricity,electricity,BC,48935.5083,252.833456
facilities,Royal Canadian Mounted Police,FY 2020-21,2,electricity,electricity,ON,50607.65131,421.7303548
facilities,Royal Canadian Mounted Police,FY 2020-21,2,electricity,electricity,MB,57606.7251,19.20223224
facilities,Royal Canadian Mounted Police,FY 2020-21,2,electricity,electricity,SK,104290.8818,19119.99536
facilities,Royal Canadian Mounted Police,FY 2020-21,1,natural gas,natural gas,SK,197143.4204,9477.469818
facilities,Shared Services Canada,FY 2019-20,2,electricity,electricity,ON,22911.82996,184.5675716
facilities,Shared Services Canada,FY 2019-20,1,natural gas,natural gas,ON,2315.495438,114.8857899
facilities,Shared Services Canada,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,ON,239.9494534,16.84667659
facilities,Shared Services Canada,FY 2020-21,1,natural gas,natural gas,ON,4757.290619,236.0381212
facilities,Shared Services Canada,FY 2020-21,2,electricity,electricity,ON,51058.53625,425.4877491
facilities,Transport Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,PE,22.63529754,1.58920753
facilities,Transport Canada,FY 2005-06,1,liquified petroleum gas,propane,PE,44.14064217,2.693245947
facilities,Transport Canada,FY 2005-06,1,liquified petroleum gas,propane,NS,188.4329209,11.49725106
facilities,Transport Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,190.3528223,13.55009544
facilities,Transport Canada,FY 2005-06,1,liquified petroleum gas,propane,NB,211.313179,12.89329392
facilities,Transport Canada,FY 2005-06,1,liquified petroleum gas,propane,MB,251.7838612,15.36261451
facilities,Transport Canada,FY 2005-06,2,electricity,electricity,AB,730.3966054,184.628124
facilities,Transport Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,914.5158691,65.09897518
facilities,Transport Canada,FY 2005-06,1,liquified petroleum gas,propane,QC,1452.388474,88.61768913
facilities,Transport Canada,FY 2005-06,1,natural gas,natural gas,BC,1908.331614,96.57935429
facilities,Transport Canada,FY 2005-06,1,natural gas,natural gas,AB,2277.081329,115.3605204
facilities,Transport Canada,FY 2005-06,2,electricity,electricity,PE,2549.786184,283.3095412
facilities,Transport Canada,FY 2005-06,1,natural gas,natural gas,NB,2627.887314,131.2783909
facilities,Transport Canada,FY 2005-06,1,liquified petroleum gas,propane,BC,2999.108131,182.9908738
facilities,Transport Canada,FY 2005-06,2,electricity,electricity,NB,3014.099716,334.9000978
facilities,Transport Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,4339.430191,308.8984485
facilities,Transport Canada,FY 2005-06,2,electricity,electricity,MB,4566.241364,12.30347842
facilities,Transport Canada,FY 2005-06,2,electricity,electricity,NS,4898.972584,1197.526794
facilities,Transport Canada,FY 2005-06,2,electricity,electricity,BC,5485.692931,38.09509936
facilities,Transport Canada,FY 2005-06,2,electricity,electricity,NL,6413.865256,35.63259832
facilities,Transport Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,8903.820618,633.8106327
facilities,Transport Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,9259.714674,650.1173731
facilities,Transport Canada,FY 2005-06,1,natural gas,natural gas,ON,15231.80016,755.7421907
facilities,Transport Canada,FY 2005-06,2,electricity,electricity,ON,16928.70764,1081.556158
facilities,Transport Canada,FY 2005-06,2,electricity,electricity,QC,72057.12679,78.06189443
facilities,Transport Canada,FY 2010-11,1,Liquified petroleum gas,propane,BC,1979.95,120.78
facilities,Transport Canada,FY 2010-11,1,Natural gas,natural gas,BC,2321.04,115.69
facilities,Transport Canada,FY 2010-11,2,Electricity,electricity,BC,5113.18,34.09
facilities,Transport Canada,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,MB,1234.6,90.26
facilities,Transport Canada,FY 2010-11,1,Liquified petroleum gas,propane,MB,182.08,11.11
facilities,Transport Canada,FY 2010-11,2,Electricity,electricity,MB,8006.71,5.12
facilities,Transport Canada,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NL,22.48,1.64
facilities,Transport Canada,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,9111.79,648.63
facilities,Transport Canada,FY 2010-11,2,Electricity,electricity,NL,6388.89,30.17
facilities,Transport Canada,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,5855.39,416.82
facilities,Transport Canada,FY 2010-11,2,Electricity,electricity,NS,654.62,136.38
facilities,Transport Canada,FY 2010-11,1,Liquified petroleum gas,propane,ON,314.6,19.19
facilities,Transport Canada,FY 2010-11,1,Natural gas,natural gas,ON,233.39,11.63
facilities,Transport Canada,FY 2010-11,2,Electricity,electricity,ON,697.63,25.19
facilities,Transport Canada,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,189.31,13.48
facilities,Transport Canada,FY 2010-11,2,Electricity,electricity,PE,157.68,0.15
facilities,Transport Canada,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,3296.21,240.98
facilities,Transport Canada,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,1531.67,109.03
facilities,Transport Canada,FY 2010-11,2,Electricity,electricity,QC,34241.71,24.73
facilities,Transport Canada,FY 2011-12,1,Liquified petroleum gas,propane,BC,2391.87,145.91
facilities,Transport Canada,FY 2011-12,1,Natural gas,natural gas,BC,2347.6,117.01
facilities,Transport Canada,FY 2011-12,2,Electricity,electricity,BC,6064.43,23.58
facilities,Transport Canada,FY 2011-12,1,Liquified petroleum gas,propane,MB,303.39,18.51
facilities,Transport Canada,FY 2011-12,2,Electricity,electricity,MB,6992.83,6.02
facilities,Transport Canada,FY 2011-12,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,9111.79,648.63
facilities,Transport Canada,FY 2011-12,2,Electricity,electricity,NL,6388.89,37.27
facilities,Transport Canada,FY 2011-12,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,22.48,1.64
facilities,Transport Canada,FY 2011-12,2,Electricity,electricity,NS,671.76,138.08
facilities,Transport Canada,FY 2011-12,1,Liquified petroleum gas,propane,ON,364.46,22.23
facilities,Transport Canada,FY 2011-12,1,Natural gas,natural gas,ON,241.08,12.02
facilities,Transport Canada,FY 2011-12,2,Electricity,electricity,ON,586.71,15.16
facilities,Transport Canada,FY 2011-12,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,189.31,13.48
facilities,Transport Canada,FY 2011-12,2,Electricity,electricity,PE,157.68,0.11
